DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
adenosine,90,Glyceraldehyde-3-phosphate dehydrogenase liver,Enzyme,P04406,GAPDH,G3P_HUMAN,4.46,,IC50,Tested for the inhibitory activity against Glycosomal glyceraldehyde 3-phosphate dehydrogenase (gGAPDH) of human erythrocyte,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:4141
adenosine triphosphate,91,Heat shock cognate 71 kDa protein,Unclassified,P11142,HSPA8,HSP7C_HUMAN,4.76,,IC50,PUBCHEM_BIOASSAY: In Vitro Hsc70 Dose Response Fluorescence Polarization Assay. (Class of assay: confirmatory) [Related pubchem assays: 1072 ],CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:5241
adenosine triphosphate,91,Heat shock 70 kDa protein 1A,Unclassified,P0DMV8,HSPA1A,HS71A_HUMAN,5.47,,IC50,,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:5232
alfentanil,114,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,8.5,,EC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL634,AGONIST,Tclin,Homo sapiens,HGNC:8156
alvimopan,143,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,9.398,,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL270190,ANTAGONIST,Tclin,Homo sapiens,HGNC:8156
amiodarone,176,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.112,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
amodiaquine,186,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,5.4,,IC50,Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
anileridine,220,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201347,AGONIST,Tclin,Homo sapiens,HGNC:8156
astemizole,249,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.218,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
astemizole,249,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.218,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
bacitracin,281,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.269,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
bortezomib,391,26S proteasome non-ATPase regulatory subunit 1,Cytosolic other,Q99460,PSMD1,PSMD1_HUMAN,7.745,,Ki,,WOMBAT-PK,=,,,,,,Tbio,Homo sapiens,HGNC:9554
bortezomib,391,Lysosomal protective protein,Enzyme,P10619,CTSA,PPGB_HUMAN,5.04,,IC50,Inhibition of recombinant cathepsin A (unknown origin) using Mca-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-Lys(Dnp)-OH as substrate incubated with enzyme for 5 mins prior to substrate challenge for 2 hrs by spectrofluorometer analysis,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9251
bortezomib,391,Proteasome subunit beta type-1,Enzyme,P20618,PSMB1,PSB1_HUMAN,7.28,,IC50,Reversible inhibition of human erythrocyte derived 20S proteasome subunit beta1 after 30 mins by fluorogenic assay,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041,INHIBITOR,Tclin,Homo sapiens,HGNC:9537
bortezomib,391,Proteasome subunit beta type-2,Enzyme,P49721,PSMB2,PSB2_HUMAN,6.23,,IC50,Reversible inhibition of human erythrocyte derived 20S proteasome subunit beta2 after 30 mins by fluorogenic assay,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041,INHIBITOR,Tclin,Homo sapiens,HGNC:9539
buprenorphine,434,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,8.29,,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL511142,PARTIAL AGONIST,Tclin,Homo sapiens,HGNC:8156
butorphanol,454,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,9.92,,Ki,Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL33986,PARTIAL AGONIST,Tclin,Homo sapiens,HGNC:8156
candesartan cilexetil,475,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.48,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
carmofur,511,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,5.213,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:6877
carvedilol,522,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,4.52,,IC50,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
cefapirin,575,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.34,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:8156
cerulenin,578,Fatty acid synthase,Enzyme,P49327,FASN,FAS_HUMAN,5.24,,IC50,Inhibition of human FAS assessed as synthesis of long chain fatty acids from malonyl CoA after 60 mins by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3594
chloroquine,607,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,5.16,,IC50,Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
chlorpromazine,621,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.233,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
chlorpromazine,621,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,4.54,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
cianidanol,629,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,4.48,,IC50,Inhibition of wild type Amyloid beta (1 to 42) (unknown origin) aggregation by Thioflavin-T fluorescence assay,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
cianidanol,629,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,4.48,,IC50,Inhibition of wild type Amyloid beta (1 to 42) (unknown origin) aggregation by Thioflavin-T fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:620
cinnarizine,654,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.035,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
clioquinol,681,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,4.0,,IC50,Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) at 4:1 compound to protein concentration after 48 hrs by thioflavin T fluorescence assay,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
clomifene,700,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.979,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
clotrimazole,719,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.136,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
clotrimazole,719,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,4.159,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
clotrimazole,719,Transitional endoplasmic reticulum ATPase,Enzyme,P55072,VCP,TERA_HUMAN,5.85,,IC50,Inhibition of p97 in human HeLa cells assessed as reduction in p97-dependent UbG76V-GFP degradation incubated for 1 hr by luciferase reporter gene assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12666
clotrimazole,719,Transitional endoplasmic reticulum ATPase,Enzyme,P55072,VCP,TERA_HUMAN,5.85,,IC50,Inhibition of p97 in human HeLa cells assessed as reduction in p97-dependent UbG76V-GFP degradation incubated for 1 hr by luciferase reporter gene assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12666
clozapine,722,Calmodulin-1,Cytosolic other,P0DP23,CALM1,CALM1_HUMAN,4.7,,IC50,Binding affinity to CaM (unknown origin) by equilibrium dialysis method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1442
codeine,725,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.14,,Ki,Displacement of [3H]diprenorphine from recombinant mu opioid receptor expressed in C6 cells,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL485,AGONIST,Tclin,Homo sapiens,HGNC:8156
colchicine,726,Tubulin beta chain,Structural,P07437,TUBB,TBB5_HUMAN,5.24,,Ki,,WOMBAT-PK,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:20778
cycloserine,759,"Glutamate receptor ionotropic, NMDA 2B",Ion channel,Q13224,GRIN2B,NMDE2_HUMAN,5.64,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:4586
cycloserine,759,"Glutamate receptor ionotropic, NMDA 1",Ion channel,Q05586,GRIN1,NMDZ1_HUMAN,5.26,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:4584
cyproterone acetate,766,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.053,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
dactinomycin,774,Growth factor receptor-bound protein 2,Cytosolic other,P62993,GRB2,GRB2_HUMAN,5.3,,IC50,Inhibition of GST-Grb2 Tyrosine kinase SH2 domain binding to [3H]labeled-phosphopeptide (Ac-SpYVNK-NH-C(O)-CH2CH2H3),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:4566
dactinomycin,774,Growth factor receptor-bound protein 2,Cytosolic other,Q60631,Grb2,GRB2_MOUSE,5.3,,IC50,In vitro binding assay of Shc-derived phosphopeptide to Growth factor receptor bound protein 2 SH2 in B104-1-1 cells was determined,CHEMBL,=,,,,,,,Mus musculus,MGI:95805
danazol,779,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.243,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
dasatinib,785,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.1,,Kd,Binding constant for EGFR(G719S) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
dasatinib,785,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,4.46,,IC50,Inhibition of recombinant mTOR by radioactive phosphotransfer assay in presence of 10 uM ATP,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3942
dasatinib,785,Serine/threonine-protein kinase NLK,Kinase,Q9UBE8,NLK,NLK_HUMAN,6.59,,Kd,Binding constant for full-length NLK,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29858
dextropropoxyphene,844,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1213351,AGONIST,Tclin,Homo sapiens,HGNC:8156
dezocine,847,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,7.42,,EC50,Agonist activity at human cloned mu opioid receptor by [35S]GTPgammaS binding assay,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1685,PARTIAL AGONIST,Tclin,Homo sapiens,HGNC:8156
diacerein,849,Caspase-3,Enzyme,P42574,CASP3,CASP3_HUMAN,5.1,,EC50,"PUBCHEM_BIOASSAY: Absorbance-based biochemical high throughput dose response assay for activators of procaspase-3. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463141, AID463197, AID463210, AID488941, AID488954, AID493114, AID493115, AID504328, AID504330]",CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1504
diethylstilbestrol,875,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.63,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
difenoxin,878,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,,,,Mechanism of Action; CHEMBL233; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201321,AGONIST,Tclin,Homo sapiens,HGNC:8156
alpha-Ergocryptine,885,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.007,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
dihydrocodeine,886,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,,,,Mechanism of Action; CHEMBL233; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1595,AGONIST,Tclin,Homo sapiens,HGNC:8156
dihydroergocristine,887,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.462,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
diphenoxylate,918,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,7.167,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201294,AGONIST,Tclin,Homo sapiens,HGNC:8156
disulfiram,928,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.846,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
disulfiram,928,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,5.821,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:6877
dobutamine,937,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.256,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
docetaxel,939,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,9.086,,Kd,,WOMBAT-PK,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
domperidone,945,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.766,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
ebastine,977,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.253,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
econazole,983,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.636,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
econazole,983,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,4.489,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
econazole,983,Neuropeptide Y receptor type 2,GPCR,P49146,NPY2R,NPY2R_HUMAN,4.959,,Ki,DRUGMATRIX: Neuropeptide Y Y2 radioligand binding (ligand: [125I] Peptide YY),DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:7957
edetic acid,987,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,5.11,,IC50,Inhibition of amyloid beta aggregation (unknown origin) after 4 hrs by thioflavin S assay in presence of Zn2+,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
erlotinib,1045,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,9.22,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1079742,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
ethinylestradiol,1082,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,4.964,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
everolimus,1118,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,8.7,,IC50,,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:3942
famotidine,1129,Heat shock protein HSP 90-alpha,Cytosolic other,P07900,HSP90AA1,HS90A_HUMAN,5.304,,IC50,,WOMBAT-PK,=,,,,,,Tchem,Homo sapiens,HGNC:5253
felbamate,1140,"Glutamate receptor ionotropic, NMDA 2B",Ion channel,Q13224,GRIN2B,NMDE2_HUMAN,4.284,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1094,ANTAGONIST,Tclin,Homo sapiens,HGNC:4586
fentanyl,1164,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,9.001,,EC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL596,AGONIST,Tclin,Homo sapiens,HGNC:8156
fentanyl,1164,Mu-type opioid receptor,GPCR,P42866,Oprm1,OPRM_MOUSE,8.23,,Ki,,CHEMBL,=,,,,,,,Mus musculus,MGI:97441
flunarizine,1200,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.62,,IC50,Binding affinity against mu opioid receptor using [3H]DAMGO,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8156
fluphenazine,1212,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,5.075,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
